Campaign_Row_ID,Campaign_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions,Month,Quarter,CPC_Actual,CPA_Actual,ROAS_Actual,Budget_Variance,Budget_Variance_Pct
258,C6972,7760,111,0.0229,69.91,76,102.11,0.6847,19,Instagram,Video,55+,Female,Africa,9576,7604.8,1.26,2024-06-18,4847,2024-06,2024Q2,68.51,100.06,1.26,-155.2,-0.02
259,C5312,5570,136,0.0247,40.96,76,73.29,0.5588,24,Google,Image,35-44,Other,North America,6764,5291.5,1.28,2024-11-28,5506,2024-11,2024Q4,38.91,69.62,1.28,-278.5,-0.05
260,C1783,2080,1180,0.3513,1.76,1041,2.0,0.8822,8,Facebook,Image,25-34,Other,Europe,173847,1976.0,87.98,2024-02-28,3358,2024-02,2024Q1,1.67,1.9,87.98,-104.0,-0.05
261,C3792,6230,1226,0.1735,5.08,481,12.95,0.3923,23,Facebook,Video,55+,Male,Asia,68783,6354.6,10.82,2024-11-22,7066,2024-11,2024Q4,5.18,13.21,10.82,124.6,0.02
262,C9836,8280,451,0.0656,18.36,145,57.1,0.3215,17,LinkedIn,Video,45-54,Male,Africa,5220,8362.8,0.62,2024-04-20,6874,2024-04,2024Q2,18.54,57.67,0.62,82.8,0.01
263,C4093,7880,1644,0.8621,4.79,320,24.62,0.1946,8,YouTube,Carousel,35-44,Male,Africa,15360,7880.0,1.95,2024-07-31,1906,2024-07,2024Q3,4.79,24.62,1.95,0.0,0.0
264,C9838,4940,609,0.062,8.11,225,21.96,0.3695,17,Instagram,Text,18-24,Male,Africa,29250,5088.2,5.75,2024-08-22,9822,2024-08,2024Q3,8.36,22.61,5.75,148.2,0.03
265,C1176,9150,1103,0.3458,8.3,403,22.7,0.3654,25,Facebook,Text,45-54,Female,North America,47554,9058.5,5.25,2024-06-15,3189,2024-06,2024Q2,8.21,22.48,5.25,-91.5,-0.01
266,C7530,7750,287,0.0292,27.0,192,40.36,0.669,25,YouTube,Text,25-34,Other,South America,7104,7362.5,0.96,2024-09-28,9828,2024-09,2024Q3,25.65,38.35,0.96,-387.5,-0.05
267,C7692,2280,1116,0.2535,2.04,102,22.35,0.0914,18,YouTube,Video,25-34,Other,Europe,19176,2325.6,8.25,2024-10-30,4402,2024-10,2024Q4,2.08,22.8,8.25,45.6,0.02
268,C7432,8920,121,0.0486,73.72,40,223.0,0.3306,16,Google,Video,18-24,Female,Africa,6800,8920.0,0.76,2024-08-20,2489,2024-08,2024Q3,73.72,223.0,0.76,0.0,0.0
269,C8177,3350,904,0.1709,3.71,81,41.36,0.0896,10,Instagram,Carousel,55+,Other,Asia,2592,3450.5,0.75,2025-01-18,5289,2025-01,2025Q1,3.82,42.6,0.75,100.5,0.03
270,C1378,3280,74,0.0504,44.32,53,61.89,0.7162,30,Facebook,Image,45-54,Female,Africa,1643,3148.8,0.52,2024-04-03,1468,2024-04,2024Q2,42.55,59.41,0.52,-131.2,-0.04
271,C7959,3450,254,0.0474,13.58,14,246.43,0.0551,21,Google,Video,25-34,Male,Asia,2212,3346.5,0.66,2024-06-15,5358,2024-06,2024Q2,13.18,239.04,0.66,-103.5,-0.03
272,C2638,3180,972,0.0998,3.27,546,5.82,0.5617,15,LinkedIn,Carousel,55+,Female,Africa,57876,3339.0,17.33,2024-03-14,9739,2024-03,2024Q1,3.44,6.12,17.33,159.0,0.05
273,C5910,4310,577,0.1408,7.47,188,22.93,0.3258,7,Facebook,Carousel,18-24,Other,Africa,20868,4223.8,4.94,2024-08-15,4098,2024-08,2024Q3,7.32,22.47,4.94,-86.2,-0.02
274,C9293,8820,1322,0.7776,6.67,61,144.59,0.0461,16,Facebook,Video,45-54,Other,Africa,6832,9172.8,0.74,2024-02-22,1700,2024-02,2024Q1,6.94,150.37,0.74,352.8,0.04
275,C2716,6260,1549,1.2008,4.04,665,9.41,0.4293,21,Facebook,Image,25-34,Other,Europe,99750,6385.2,15.62,2024-05-20,1289,2024-05,2024Q2,4.12,9.6,15.62,125.2,0.02
276,C9055,3850,129,0.0155,29.84,101,38.12,0.7829,30,YouTube,Carousel,35-44,Other,Europe,7373,3850.0,1.92,2025-02-01,8322,2025-02,2025Q1,29.84,38.12,1.92,0.0,0.0
277,C2772,9150,826,0.1379,11.08,40,228.75,0.0484,18,Facebook,Text,18-24,Other,Asia,4960,9516.0,0.52,2024-04-05,5989,2024-04,2024Q2,11.52,237.9,0.52,366.0,0.04
278,C2972,4540,1125,0.2015,4.04,191,23.77,0.1698,7,LinkedIn,Carousel,25-34,Male,Europe,34762,4449.2,7.81,2024-04-05,5583,2024-04,2024Q2,3.95,23.29,7.81,-90.8,-0.02
279,C2481,8510,681,0.2304,12.5,636,13.38,0.9339,7,Facebook,Carousel,45-54,Male,South America,52152,8424.9,6.19,2024-07-01,2955,2024-07,2024Q3,12.37,13.25,6.19,-85.1,-0.01
280,C5611,6300,663,0.0861,9.5,446,14.13,0.6727,19,Instagram,Carousel,35-44,Male,Europe,37018,6489.0,5.7,2024-12-03,7700,2024-12,2024Q4,9.79,14.55,5.7,189.0,0.03
281,C7572,4660,729,0.0999,6.39,70,66.57,0.096,25,YouTube,Carousel,55+,Female,Africa,9870,4706.6,2.1,2025-01-07,7297,2025-01,2025Q1,6.46,67.24,2.1,46.6,0.01
282,C4973,4610,1114,0.235,4.14,159,28.99,0.1427,15,Facebook,Carousel,25-34,Male,Asia,25281,4471.7,5.65,2024-09-16,4740,2024-09,2024Q3,4.01,28.12,5.65,-138.3,-0.03
283,C4744,6980,1494,0.4468,4.67,510,13.69,0.3414,29,YouTube,Carousel,25-34,Female,South America,74970,6631.0,11.31,2024-05-04,3343,2024-05,2024Q2,4.44,13.0,11.31,-349.0,-0.05
284,C1946,2030,715,0.1761,2.84,537,3.78,0.751,14,YouTube,Carousel,25-34,Other,Africa,81624,1928.5,42.33,2025-01-20,4060,2025-01,2025Q1,2.7,3.59,42.33,-101.5,-0.05
285,C7586,3760,459,0.1544,8.19,285,13.19,0.6209,9,Instagram,Carousel,35-44,Female,South America,44460,3684.8,12.07,2024-09-26,2972,2024-09,2024Q3,8.03,12.93,12.07,-75.2,-0.02
286,C1127,2290,1109,0.68,2.06,71,32.25,0.064,9,Facebook,Video,35-44,Male,South America,6603,2381.6,2.77,2024-07-20,1630,2024-07,2024Q3,2.15,33.54,2.77,91.6,0.04
287,C6136,6100,1597,0.2081,3.82,52,117.31,0.0326,26,YouTube,Carousel,55+,Female,Africa,2756,6344.0,0.43,2024-05-31,7674,2024-05,2024Q2,3.97,122.0,0.43,244.0,0.04
288,C2281,2850,1962,0.1968,1.45,312,9.13,0.159,14,Instagram,Text,18-24,Male,South America,23088,2707.5,8.53,2024-04-26,9969,2024-04,2024Q2,1.38,8.68,8.53,-142.5,-0.05
289,C9118,2510,344,0.0468,7.3,220,11.41,0.6395,21,Google,Image,35-44,Male,Africa,43340,2459.8,17.62,2024-12-16,7350,2024-12,2024Q4,7.15,11.18,17.62,-50.2,-0.02
290,C6880,9880,927,0.1895,10.66,521,18.96,0.562,24,Instagram,Image,45-54,Other,Europe,75545,9781.2,7.72,2024-05-11,4891,2024-05,2024Q2,10.55,18.77,7.72,-98.8,-0.01
291,C6366,8240,327,0.0485,25.2,292,28.22,0.893,11,LinkedIn,Image,55+,Male,Africa,41464,8157.6,5.08,2024-07-09,6742,2024-07,2024Q3,24.95,27.94,5.08,-82.4,-0.01
292,C3759,4610,1879,0.402,2.45,867,5.32,0.4614,11,Instagram,Carousel,18-24,Other,Africa,125715,4610.0,27.27,2025-01-24,4674,2025-01,2025Q1,2.45,5.32,27.27,0.0,0.0
293,C3041,4380,348,0.0642,12.59,227,19.3,0.6523,12,Instagram,Text,55+,Female,Africa,25651,4248.6,6.04,2024-07-27,5420,2024-07,2024Q3,12.21,18.72,6.04,-131.4,-0.03
294,C4336,4930,1192,0.1204,4.14,135,36.52,0.1133,27,LinkedIn,Image,55+,Male,Africa,4590,5028.6,0.91,2024-10-18,9900,2024-10,2024Q4,4.22,37.25,0.91,98.6,0.02
295,C9305,9150,1038,0.21,8.82,80,114.38,0.0771,28,Google,Text,25-34,Other,Asia,4240,9150.0,0.46,2024-08-28,4942,2024-08,2024Q3,8.82,114.38,0.46,0.0,0.0
296,C3508,3060,487,0.136,6.28,339,9.03,0.6961,22,Instagram,Image,18-24,Other,South America,55935,2907.0,19.24,2024-04-13,3580,2024-04,2024Q2,5.97,8.58,19.24,-153.0,-0.05
297,C9092,3720,1751,0.7305,2.12,80,46.5,0.0457,20,Facebook,Carousel,18-24,Other,Europe,15200,3868.8,3.93,2024-12-16,2396,2024-12,2024Q4,2.21,48.36,3.93,148.8,0.04
298,C3215,3080,337,0.0648,9.14,37,83.24,0.1098,8,Facebook,Image,35-44,Male,North America,1369,3110.8,0.44,2024-12-16,5200,2024-12,2024Q4,9.23,84.08,0.44,30.8,0.01
299,C4306,9330,992,0.295,9.41,547,17.06,0.5514,15,LinkedIn,Image,18-24,Female,Asia,91896,9330.0,9.85,2024-04-14,3362,2024-04,2024Q2,9.41,17.06,9.85,0.0,0.0
300,C5802,3890,1343,0.2646,2.9,1135,3.43,0.8451,12,Facebook,Image,18-24,Male,South America,53345,3773.3,14.14,2024-10-10,5075,2024-10,2024Q4,2.81,3.32,14.14,-116.7,-0.03
301,C4892,6320,782,0.1964,8.08,367,17.22,0.4693,16,YouTube,Carousel,45-54,Other,Africa,49178,6572.8,7.48,2024-04-11,3981,2024-04,2024Q2,8.41,17.91,7.48,252.8,0.04
302,C5299,3310,957,0.1585,3.46,291,11.37,0.3041,28,Instagram,Carousel,35-44,Male,Africa,34338,3177.6,10.81,2025-02-04,6037,2025-02,2025Q1,3.32,10.92,10.81,-132.4,-0.04
303,C5700,2110,1157,0.1357,1.82,183,11.53,0.1582,16,Google,Image,55+,Female,North America,35319,2131.1,16.57,2024-09-17,8526,2024-09,2024Q3,1.84,11.65,16.57,21.1,0.01
304,C2361,7070,430,0.0456,16.44,238,29.71,0.5535,7,Google,Carousel,35-44,Female,Asia,37604,7423.5,5.07,2024-08-26,9429,2024-08,2024Q3,17.26,31.19,5.07,353.5,0.05
305,C5324,4080,1369,0.1374,2.98,1299,3.14,0.9489,11,Google,Carousel,35-44,Female,Asia,200046,4120.8,48.55,2024-04-05,9963,2024-04,2024Q2,3.01,3.17,48.55,40.8,0.01
306,C1822,9960,465,0.0986,21.42,176,56.59,0.3785,17,Instagram,Carousel,18-24,Other,Asia,12672,9860.4,1.29,2024-03-09,4716,2024-03,2024Q1,21.21,56.02,1.29,-99.6,-0.01
307,C1510,7900,1604,0.3808,4.93,958,8.25,0.5973,25,Facebook,Image,25-34,Male,South America,98674,8295.0,11.9,2024-04-20,4212,2024-04,2024Q2,5.17,8.66,11.9,395.0,0.05
308,C5404,5340,1176,0.2106,4.54,97,55.05,0.0825,16,Instagram,Video,35-44,Other,Africa,13095,5073.0,2.58,2024-03-09,5584,2024-03,2024Q1,4.31,52.3,2.58,-267.0,-0.05
309,C3108,9730,497,0.1624,19.58,51,190.78,0.1026,29,LinkedIn,Text,35-44,Other,Asia,4080,9438.1,0.43,2024-02-22,3060,2024-02,2024Q1,18.99,185.06,0.43,-291.9,-0.03
310,C7169,2460,813,0.0961,3.03,609,4.04,0.7491,29,LinkedIn,Image,55+,Other,North America,67599,2484.6,27.21,2024-10-11,8459,2024-10,2024Q4,3.06,4.08,27.21,24.6,0.01
311,C4316,4690,686,0.1717,6.84,207,22.66,0.3017,28,Instagram,Video,45-54,Male,North America,9108,4924.5,1.85,2025-01-27,3995,2025-01,2025Q1,7.18,23.79,1.85,234.5,0.05
312,C8539,2280,326,0.0758,6.99,131,17.4,0.4018,21,Facebook,Text,35-44,Other,Africa,14279,2348.4,6.08,2024-06-01,4300,2024-06,2024Q2,7.2,17.93,6.08,68.4,0.03
313,C4251,6680,1345,0.9655,4.97,545,12.26,0.4052,26,YouTube,Carousel,18-24,Female,South America,59405,6947.2,8.55,2024-07-13,1393,2024-07,2024Q3,5.17,12.75,8.55,267.2,0.04
314,C9343,6960,553,0.1418,12.59,204,34.12,0.3689,21,Facebook,Carousel,18-24,Male,Africa,8772,7308.0,1.2,2025-02-02,3899,2025-02,2025Q1,13.22,35.82,1.2,348.0,0.05
315,C2960,5730,1769,0.2696,3.24,501,11.44,0.2832,22,LinkedIn,Text,25-34,Other,Europe,77655,5500.8,14.12,2024-09-11,6561,2024-09,2024Q3,3.11,10.98,14.12,-229.2,-0.04
316,C2041,4820,1855,0.2154,2.6,1410,3.42,0.7601,22,Google,Text,45-54,Male,Africa,57810,4964.6,11.64,2024-11-20,8611,2024-11,2024Q4,2.68,3.52,11.64,144.6,0.03
317,C9739,5610,1272,0.4032,4.41,823,6.82,0.647,20,Instagram,Video,35-44,Male,North America,50203,5778.3,8.69,2025-02-07,3154,2025-02,2025Q1,4.54,7.02,8.69,168.3,0.03
318,C5312,5040,717,0.1881,7.03,291,17.32,0.4059,28,LinkedIn,Carousel,55+,Male,North America,48306,5140.8,9.4,2024-10-24,3811,2024-10,2024Q4,7.17,17.67,9.4,100.8,0.02
319,C1238,4940,839,0.2009,5.89,389,12.7,0.4636,12,Facebook,Text,35-44,Female,South America,17505,4989.4,3.51,2024-08-25,4176,2024-08,2024Q3,5.95,12.83,3.51,49.4,0.01
320,C2337,5010,1394,0.1841,3.59,798,6.28,0.5725,12,LinkedIn,Image,35-44,Other,Europe,158802,5260.5,30.19,2024-08-28,7571,2024-08,2024Q3,3.77,6.59,30.19,250.5,0.05
321,C2998,7850,1439,0.6306,5.46,1088,7.22,0.7561,15,Instagram,Image,45-54,Male,Europe,78336,7850.0,9.98,2024-08-26,2281,2024-08,2024Q3,5.46,7.22,9.98,0.0,0.0
322,C9868,6030,1292,0.151,4.67,1034,5.83,0.8003,13,Facebook,Carousel,25-34,Female,North America,117876,5788.8,20.36,2024-11-08,8556,2024-11,2024Q4,4.48,5.6,20.36,-241.2,-0.04
323,C3107,4760,1968,0.2412,2.42,1705,2.79,0.8664,20,Google,Carousel,18-24,Other,Africa,121055,4569.6,26.49,2024-08-18,8159,2024-08,2024Q3,2.32,2.68,26.49,-190.4,-0.04
324,C6981,4700,470,0.0522,10.0,135,34.81,0.2872,21,LinkedIn,Text,35-44,Female,Asia,18630,4606.0,4.04,2024-11-16,9003,2024-11,2024Q4,9.8,34.12,4.04,-94.0,-0.02
325,C6577,6370,1308,0.4422,4.87,1030,6.18,0.7875,7,Facebook,Carousel,35-44,Female,Asia,73130,6178.9,11.84,2024-07-23,2957,2024-07,2024Q3,4.72,6.0,11.84,-191.1,-0.03
326,C4410,2840,171,0.0184,16.61,117,24.27,0.6842,15,YouTube,Text,18-24,Other,Europe,22815,2896.8,7.88,2024-07-01,9293,2024-07,2024Q3,16.94,24.76,7.88,56.8,0.02
327,C1091,3190,579,0.2001,5.51,264,12.08,0.456,14,Instagram,Video,55+,Female,Europe,48840,3221.9,15.16,2024-12-31,2893,2024-12,2024Q4,5.56,12.2,15.16,31.9,0.01
328,C5771,5130,1854,0.6676,2.77,1515,3.39,0.8172,17,Instagram,Video,45-54,Female,North America,77265,4976.1,15.53,2024-05-08,2777,2024-05,2024Q2,2.68,3.28,15.53,-153.9,-0.03
329,C4208,5260,1309,0.1816,4.02,994,5.29,0.7594,10,Instagram,Text,55+,Male,Asia,135184,5312.6,25.45,2024-11-16,7208,2024-11,2024Q4,4.06,5.34,25.45,52.6,0.01
330,C2044,3300,955,0.5018,3.46,515,6.41,0.5393,9,YouTube,Carousel,25-34,Male,North America,88065,3201.0,27.51,2025-01-24,1903,2025-01,2025Q1,3.35,6.22,27.51,-99.0,-0.03
331,C6950,6600,526,0.0649,12.55,339,19.47,0.6445,13,Google,Video,25-34,Male,Europe,42375,6732.0,6.29,2024-03-23,8104,2024-03,2024Q1,12.8,19.86,6.29,132.0,0.02
332,C4775,3680,1990,0.6256,1.85,467,7.88,0.2347,20,YouTube,Text,35-44,Other,Asia,25218,3864.0,6.53,2024-09-03,3180,2024-09,2024Q3,1.94,8.27,6.53,184.0,0.05
333,C5384,2700,98,0.0299,27.55,58,46.55,0.5918,27,Instagram,Carousel,45-54,Female,South America,1740,2808.0,0.62,2024-03-24,3277,2024-03,2024Q1,28.65,48.41,0.62,108.0,0.04
334,C3403,7610,860,0.1245,8.85,519,14.66,0.6035,12,Instagram,Text,45-54,Female,North America,92382,7686.1,12.02,2024-08-03,6907,2024-08,2024Q3,8.94,14.81,12.02,76.1,0.01
335,C1356,9720,640,0.3912,15.19,635,15.31,0.9922,11,YouTube,Video,18-24,Male,North America,100965,9331.2,10.82,2024-11-30,1635,2024-11,2024Q4,14.58,14.69,10.82,-388.8,-0.04
336,C1713,2460,1841,0.3281,1.34,1295,1.9,0.7034,27,Google,Video,55+,Male,Europe,132090,2386.2,55.36,2024-03-31,5611,2024-03,2024Q1,1.3,1.84,55.36,-73.8,-0.03
337,C4177,2990,1057,0.1088,2.83,127,23.54,0.1202,11,YouTube,Image,18-24,Male,Europe,17780,2870.4,6.19,2024-04-19,9715,2024-04,2024Q2,2.72,22.6,6.19,-119.6,-0.04
338,C6019,7980,1477,0.182,5.4,152,52.5,0.1029,14,LinkedIn,Image,55+,Female,Europe,11096,7581.0,1.46,2024-08-30,8115,2024-08,2024Q3,5.13,49.88,1.46,-399.0,-0.05
339,C6358,5520,777,0.4269,7.1,71,77.75,0.0914,19,Google,Text,55+,Female,Europe,9372,5630.4,1.66,2025-01-08,1820,2025-01,2025Q1,7.25,79.3,1.66,110.4,0.02
340,C3652,4670,1206,0.1247,3.87,49,95.31,0.0406,10,Facebook,Text,55+,Male,Africa,7742,4529.9,1.71,2025-01-30,9671,2025-01,2025Q1,3.76,92.45,1.71,-140.1,-0.03
341,C1058,6520,1145,0.1331,5.69,454,14.36,0.3965,14,LinkedIn,Carousel,25-34,Other,North America,50848,6324.4,8.04,2024-09-25,8602,2024-09,2024Q3,5.52,13.93,8.04,-195.6,-0.03
342,C4581,3570,145,0.0146,24.62,23,155.22,0.1586,28,YouTube,Video,55+,Male,North America,713,3534.3,0.2,2025-01-26,9931,2025-01,2025Q1,24.37,153.67,0.2,-35.7,-0.01
343,C1826,2390,843,0.2071,2.84,20,119.5,0.0237,19,Instagram,Carousel,45-54,Male,Asia,3440,2461.7,1.4,2024-06-13,4070,2024-06,2024Q2,2.92,123.08,1.4,71.7,0.03
344,C2563,4830,1346,0.2754,3.59,771,6.26,0.5728,19,Facebook,Video,55+,Other,Africa,74787,4781.7,15.64,2024-12-21,4887,2024-12,2024Q4,3.55,6.2,15.64,-48.3,-0.01
345,C4300,3280,1389,0.5236,2.36,496,6.61,0.3571,30,Facebook,Image,55+,Female,North America,54560,3247.2,16.8,2025-01-11,2652,2025-01,2025Q1,2.34,6.55,16.8,-32.8,-0.01
346,C4736,5430,494,0.0964,10.99,292,18.6,0.5911,9,YouTube,Video,55+,Other,Africa,21900,5701.5,3.84,2024-07-09,5124,2024-07,2024Q3,11.54,19.53,3.84,271.5,0.05
347,C6991,8030,91,0.0365,88.24,35,229.43,0.3846,13,YouTube,Text,45-54,Male,Asia,2800,8431.5,0.33,2024-02-25,2493,2024-02,2024Q1,92.65,240.9,0.33,401.5,0.05
348,C7863,8710,1259,0.2976,6.92,646,13.48,0.5131,27,YouTube,Image,35-44,Male,South America,49742,9145.5,5.44,2024-05-20,4230,2024-05,2024Q2,7.26,14.16,5.44,435.5,0.05
349,C6080,8840,101,0.0398,87.52,48,184.17,0.4752,8,Facebook,Text,25-34,Male,Africa,5040,8486.4,0.59,2024-08-17,2537,2024-08,2024Q3,84.02,176.8,0.59,-353.6,-0.04
350,C3695,5200,1269,0.251,4.1,644,8.07,0.5075,18,Instagram,Carousel,45-54,Male,Asia,118496,5148.0,23.02,2024-03-22,5055,2024-03,2024Q1,4.06,7.99,23.02,-52.0,-0.01
351,C2267,5570,985,0.3119,5.65,890,6.26,0.9036,26,LinkedIn,Carousel,25-34,Female,Europe,138840,5625.7,24.68,2024-07-13,3158,2024-07,2024Q3,5.71,6.32,24.68,55.7,0.01
352,C5910,7760,1931,0.7453,4.02,1221,6.36,0.6323,29,YouTube,Image,18-24,Other,Europe,238095,8148.0,29.22,2024-06-29,2590,2024-06,2024Q2,4.22,6.67,29.22,388.0,0.05
353,C1744,6110,562,0.0938,10.87,456,13.4,0.8114,11,Google,Carousel,25-34,Male,South America,74328,6354.4,11.7,2024-11-26,5991,2024-11,2024Q4,11.31,13.94,11.7,244.4,0.04
354,C1100,8800,584,0.2333,15.07,464,18.97,0.7945,11,Instagram,Text,18-24,Male,Europe,18560,8712.0,2.13,2025-02-02,2503,2025-02,2025Q1,14.92,18.78,2.13,-88.0,-0.01
355,C9820,5650,1828,0.3461,3.09,74,76.35,0.0405,30,Facebook,Carousel,45-54,Other,South America,11100,5876.0,1.89,2024-06-26,5281,2024-06,2024Q2,3.21,79.41,1.89,226.0,0.04
356,C5653,2490,74,0.0095,33.65,10,249.0,0.1351,23,LinkedIn,Image,18-24,Other,Europe,1830,2614.5,0.7,2024-10-16,7789,2024-10,2024Q4,35.33,261.45,0.7,124.5,0.05
357,C9290,9880,1629,0.5734,6.07,32,308.75,0.0196,16,Facebook,Video,55+,Male,Europe,4672,10374.0,0.45,2024-03-09,2840,2024-03,2024Q1,6.37,324.19,0.45,494.0,0.05
358,C3953,5490,833,0.3264,6.59,403,13.62,0.4838,14,YouTube,Carousel,25-34,Male,South America,35867,5270.4,6.81,2024-12-06,2552,2024-12,2024Q4,6.33,13.08,6.81,-219.6,-0.04
359,C8907,2430,112,0.0246,21.7,38,63.95,0.3393,8,Facebook,Text,45-54,Male,Europe,6954,2551.5,2.73,2024-05-05,4552,2024-05,2024Q2,22.78,67.14,2.73,121.5,0.05
360,C2651,7280,156,0.0366,46.67,44,165.45,0.2821,25,Google,Carousel,45-54,Female,Africa,3916,7061.6,0.55,2024-10-21,4262,2024-10,2024Q4,45.27,160.49,0.55,-218.4,-0.03
361,C8979,5700,1138,0.2254,5.01,438,13.01,0.3849,24,LinkedIn,Video,35-44,Other,South America,68766,5700.0,12.06,2024-07-14,5048,2024-07,2024Q3,5.01,13.01,12.06,0.0,0.0
362,C4191,9460,1780,0.5285,5.31,607,15.58,0.341,15,YouTube,Video,35-44,Other,North America,20031,9176.2,2.18,2024-04-24,3368,2024-04,2024Q2,5.16,15.12,2.18,-283.8,-0.03
363,C2210,4790,590,0.1765,8.12,413,11.6,0.7,15,Instagram,Carousel,35-44,Male,North America,45430,4742.1,9.58,2024-06-27,3342,2024-06,2024Q2,8.04,11.48,9.58,-47.9,-0.01
364,C7060,3110,1996,0.2248,1.56,1380,2.25,0.6914,30,Facebook,Image,55+,Female,Asia,117300,3078.9,38.1,2024-04-17,8879,2024-04,2024Q2,1.54,2.23,38.1,-31.1,-0.01
365,C8093,9800,91,0.0101,107.69,91,107.69,1.0,8,Google,Video,55+,Female,Europe,15743,10192.0,1.54,2024-10-18,9009,2024-10,2024Q4,112.0,112.0,1.54,392.0,0.04
366,C8593,3560,1845,0.4398,1.93,832,4.28,0.4509,28,Instagram,Video,18-24,Female,Africa,59904,3382.0,17.71,2024-08-27,4195,2024-08,2024Q3,1.83,4.06,17.71,-178.0,-0.05
367,C8519,8800,1783,0.667,4.94,1557,5.65,0.8732,29,Google,Text,18-24,Female,Asia,263133,8536.0,30.83,2024-11-14,2673,2024-11,2024Q4,4.79,5.48,30.83,-264.0,-0.03
368,C6299,3780,1181,0.153,3.2,682,5.54,0.5775,26,Google,Carousel,45-54,Female,Europe,130944,3969.0,32.99,2024-10-27,7718,2024-10,2024Q4,3.36,5.82,32.99,189.0,0.05
369,C2684,8040,672,0.5758,11.96,316,25.44,0.4702,21,Facebook,Text,18-24,Other,Europe,13588,8281.2,1.64,2024-07-23,1167,2024-07,2024Q3,12.32,26.21,1.64,241.2,0.03
370,C4397,3410,889,0.3087,3.84,584,5.84,0.6569,17,LinkedIn,Carousel,35-44,Female,Africa,60152,3444.1,17.47,2024-05-30,2879,2024-05,2024Q2,3.87,5.9,17.47,34.1,0.01
371,C5998,4130,954,0.1741,4.33,741,5.57,0.7767,28,YouTube,Video,25-34,Female,Africa,125229,4295.2,29.16,2024-04-25,5479,2024-04,2024Q2,4.5,5.8,29.16,165.2,0.04
372,C3731,7620,1824,0.2646,4.18,1172,6.5,0.6425,23,Google,Text,45-54,Other,Asia,35160,7696.2,4.57,2024-08-20,6893,2024-08,2024Q3,4.22,6.57,4.57,76.2,0.01
373,C3867,4980,1184,0.3118,4.21,520,9.58,0.4392,26,Facebook,Carousel,35-44,Male,Asia,72800,4830.6,15.07,2024-04-21,3797,2024-04,2024Q2,4.08,9.29,15.07,-149.4,-0.03
374,C5096,6320,1816,0.2728,3.48,922,6.85,0.5077,30,YouTube,Video,45-54,Other,North America,142910,6509.6,21.95,2024-04-11,6656,2024-04,2024Q2,3.58,7.06,21.95,189.6,0.03
375,C6811,9490,1834,0.6379,5.17,198,47.93,0.108,13,YouTube,Image,25-34,Other,North America,32076,9205.3,3.48,2025-01-24,2875,2025-01,2025Q1,5.02,46.49,3.48,-284.7,-0.03
376,C6306,6150,1694,0.2802,3.63,355,17.32,0.2096,26,Instagram,Video,55+,Male,Africa,31240,6150.0,5.08,2024-12-21,6045,2024-12,2024Q4,3.63,17.32,5.08,0.0,0.0
377,C7707,7780,1772,0.3083,4.39,1277,6.09,0.7207,10,LinkedIn,Text,45-54,Male,Europe,130254,8169.0,15.94,2024-07-23,5747,2024-07,2024Q3,4.61,6.4,15.94,389.0,0.05
378,C3381,9320,390,0.0456,23.9,184,50.65,0.4718,16,Google,Image,55+,Male,North America,17296,9692.8,1.78,2025-01-04,8552,2025-01,2025Q1,24.85,52.68,1.78,372.8,0.04
379,C9549,9030,1704,0.6349,5.3,882,10.24,0.5176,13,LinkedIn,Text,55+,Female,Europe,44982,9210.6,4.88,2024-03-03,2683,2024-03,2024Q1,5.41,10.44,4.88,180.6,0.02
380,C2492,5750,1377,0.9978,4.18,470,12.23,0.3413,7,Facebook,Text,18-24,Female,Europe,73320,5462.5,13.42,2024-10-17,1380,2024-10,2024Q4,3.97,11.62,13.42,-287.5,-0.05
381,C7257,6120,1530,0.3998,4.0,1170,5.23,0.7647,11,LinkedIn,Video,55+,Other,North America,215280,5997.6,35.89,2024-04-10,3826,2024-04,2024Q2,3.92,5.13,35.89,-122.4,-0.02
382,C7327,6420,781,0.2883,8.22,729,8.81,0.9334,24,LinkedIn,Carousel,55+,Female,North America,139239,6355.8,21.91,2024-04-07,2708,2024-04,2024Q2,8.14,8.72,21.91,-64.2,-0.01
383,C8365,5980,349,0.0555,17.13,311,19.23,0.8911,25,Instagram,Video,45-54,Female,Africa,57224,6279.0,9.11,2024-09-19,6288,2024-09,2024Q3,17.99,20.19,9.11,299.0,0.05
384,C5953,8730,681,0.125,12.82,554,15.76,0.8135,25,LinkedIn,Image,25-34,Male,Asia,76452,9166.5,8.34,2024-08-11,5448,2024-08,2024Q3,13.46,16.55,8.34,436.5,0.05
385,C3081,2480,1475,0.2291,1.68,29,85.52,0.0197,18,Google,Text,25-34,Male,South America,2668,2405.6,1.11,2024-04-04,6438,2024-04,2024Q2,1.63,82.95,1.11,-74.4,-0.03
386,C5505,8960,968,0.2322,9.26,637,14.07,0.6581,12,Instagram,Carousel,55+,Other,Africa,35035,9139.2,3.83,2024-10-19,4168,2024-10,2024Q4,9.44,14.35,3.83,179.2,0.02
387,C2441,8710,305,0.1028,28.56,164,53.11,0.5377,23,Facebook,Carousel,55+,Other,Europe,5084,9145.5,0.56,2024-08-18,2966,2024-08,2024Q3,29.99,55.77,0.56,435.5,0.05
